state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CT;enrollmetric;pp_stloc_raw_CT;pp_fed_raw_CT;pp_total_raw_CT;schoolstloc_raw_CT;schoolfed_raw_CT;schooltot_raw_CT;countenroll;noaudit;nositecen;adfinvars;distflex;site_tot_raw_CT;pp_site_private_raw_CT;pp_cent_private_raw_CT;ppsitestloc_operational_CT;ppcentstloc_operational_CT;pptotstloc_operational_CT;schoolstloc_operational_CT;schooltot_operational_CT;flag_NERDS
CT;2018-2019;2410014;2410414;Capitol Region Education Council;International Magnet School for Global Citizenship;0900700;090070001511;477; PK-05;2;477;October Count Day;16846;616;17463;8035542;293832;8329374;1;0;1;0;0;6160998;0;0;12676;4170;16846;8035542;8329374;0
CT;2018-2019;2410014;2416114;Capitol Region Education Council;Metropolitan Learning Center for Global and International Studies;0900700;090070000880;710; 06-12;4;710;October Count Day;20844;606;21451;14799240;430260;15229500;1;0;1;0;0;12002181;0;0;16674;4170;20844;14799240;15229500;0
CT;2018-2019;2410014;2413114;Capitol Region Education Council;Montessori Magnet School;0900700;090070000210;357; PK-06;2;357;October Count Day;19927;625;20552;7113939;223125;7337064;1;0;1;0;0;5714146;0;0;15757;4170;19927;7113939;7337064;0
CT;2018-2019;2410014;2410514;Capitol Region Education Council;Museum Academy;0900700;090070001601;521; PK-05;2;521;October Count Day;17037;618;17655;8876277;321978;9198255;1;0;1;0;0;6829449;0;0;12867;4170;17037;8876277;9198255;0
CT;2018-2019;2410014;2410314;Capitol Region Education Council;Reggio Magnet School of the Arts;0900700;090070001516;521; PK-05;2;521;October Count Day;16731;619;17350;8716851;322499;9039350;1;0;1;0;0;6670580;0;0;12561;4170;16731;8716851;9039350;0
CT;2018-2019;2410014;2415014;Capitol Region Education Council;Two Rivers Magnet Middle School;0900700;090070001364;666; 06-08;3;666;October Count Day;18795;660;19456;12517470;439560;12957030;1;0;1;0;0;9929589;0;0;14625;4170;18795;12517470;12957030;0
CT;2018-2019;2410014;2410214;Capitol Region Education Council;University of Hartford Magnet School;0900700;090070001357;476; PK-05;2;476;October Count Day;22321;532;22853;10624796;253232;10878028;1;0;1;0;0;8713902;0;0;18151;4170;22321;10624796;10878028;0
CT;2018-2019;240011;240211;Chaplin School District;Chaplin Elementary School;0900720;090072000121;154; PK-06;2;154;October Count Day;22513;537;23094;3467002;82698;3549700;1;0;1;0;0;3012631;43;0;19097;3459;22556;3473624;3556322;0
CT;2018-2019;250011;250111;Cheshire School District;Chapman School;0900750;090075000122;312; KG-06;2;312;October Count Day;15096;162;15272;4709952;50544;4760496;1;0;1;0;0;4249966;14;1;13460;1651;15111;4714632;4765176;0
CT;2018-2019;250011;256111;Cheshire School District;Cheshire High School;0900750;090075000123;1450; 09-12;4;1450;October Count Day;16541;151;16695;23984450;218950;24203400;1;0;1;0;0;21814815;3;1;14894;1651;16545;23990250;24209200;0
CT;2018-2019;250011;250211;Cheshire School District;Darcey School;0900750;090075011188;178; PK-KG;1;178;October Count Day;21403;1080;23089;3809734;192240;4001974;1;0;1;0;0;3816094;606;1;20359;1651;22010;3917780;4110020;0
CT;2018-2019;250011;255111;Cheshire School District;Dodd Middle School;0900750;090075000125;682; 07-08;3;682;October Count Day;16359;131;16493;11156838;89342;11246180;1;0;1;0;0;10122585;3;1;14712;1651;16363;11159566;11248908;0
CT;2018-2019;250011;250611;Cheshire School District;Doolittle School;0900750;090075000126;444; 01-06;2;444;October Count Day;15516;162;15686;6889104;71928;6961032;1;0;1;0;0;6232073;9;1;13875;1651;15526;6893544;6965472;0
CT;2018-2019;250011;250411;Cheshire School District;Highland School;0900750;090075000127;743; KG-06;2;743;October Count Day;15057;162;15222;11187351;120366;11307717;1;0;1;0;0;10083982;3;1;13410;1651;15061;11190323;11310689;0
CT;2018-2019;250011;250511;Cheshire School District;Norton School;0900750;090075000129;425; KG-06;2;425;October Count Day;15597;162;15773;6628725;68850;6697575;1;0;1;0;0;6002017;14;1;13961;1651;15612;6635100;6703950;0
CT;2018-2019;260011;260111;Chester School District;Chester Elementary School;0900780;090078000130;194; KG-06;2;194;October Count Day;22965;536;23501;4455210;103984;4559194;1;0;1;0;0;4124074;0;0;20722;2243;22965;4455210;4559194;0
CT;2018-2019;270011;270111;Clinton School District;Abraham Pierson School;0900810;090081000131;NA; NA;NA;251;October Count Day;18077;184;18261;4537327;46184;4583511;1;0;1;0;0;3511783;0;0;13991;4086;18077;4537327;4583511;0
CT;2018-2019;270011;275111;Clinton School District;Jared Eliot School;0900810;090081000133;438; 05-08;3;438;October Count Day;19146;426;19572;8385948;186588;8572536;1;0;1;0;0;6702275;0;0;15060;4086;19146;8385948;8572536;0
CT;2018-2019;270011;270311;Clinton School District;Lewin G. Joel Jr. School;0900810;090081000132;472; PK-04;2;472;October Count Day;20104;217;20321;9489088;102424;9591512;1;0;1;0;0;7576016;0;0;16018;4086;20104;9489088;9591512;0
CT;2018-2019;270011;276111;Clinton School District;The Morgan School;0900810;090081000134;582; 09-12;4;582;October Count Day;17236;620;17857;10031352;360840;10392192;1;0;1;0;0;7907556;0;0;13150;4086;17236;10031352;10392192;0
CT;2018-2019;280011;286111;Colchester School District;Bacon Academy;0900840;090084000135;759; 09-12;4;759;October Count Day;16491;372;17040;12516669;282348;12799017;1;0;1;0;0;10940478;167;9;14042;2625;16667;12650253;12932601;0
CT;2018-2019;280011;280411;Colchester School District;Colchester Elementary School;0900840;090084001444;533; PK-02;2;533;October Count Day;16329;378;16895;8703357;201474;8904831;1;0;1;0;0;7605723;178;9;13891;2625;16516;8803028;9004502;0
CT;2018-2019;280011;280211;Colchester School District;Jack Jackter Intermediate School;0900840;090084000137;482; 03-05;2;482;October Count Day;16564;424;17169;7983848;204368;8188216;1;0;1;0;0;7010081;172;9;14120;2625;16745;8071090;8275458;0
CT;2018-2019;280011;285111;Colchester School District;William J. Johnston Middle School;0900840;090084000136;520; 06-08;3;520;October Count Day;16886;480;17467;8780720;249600;9030320;1;0;1;0;0;7717639;92;9;14362;2625;16987;8833240;9082840;0
CT;2018-2019;290011;290111;Colebrook School District;Colebrook Consolidated School;0900870;090087000138;84; KG-06;2;84;October Count Day;23419;673;24095;1967196;56532;2023728;1;0;1;0;0;1667812;3;0;19193;4229;23422;1967448;2023980;0
CT;2018-2019;300011;300111;Columbia School District;Horace W. Porter School;0900900;090090000139;433; PK-08;3;433;October Count Day;20809;536;21347;9010297;232088;9242385;1;0;1;0;0;7390228;3;0;16532;4280;20812;9011596;9243684;0
CT;2018-2019;2680013;2686113;Common Ground High School District;Common Ground High School;0900014;090001400807;216; 09-12;4;216;October Count Day;11867;1136;17053;2563272;245376;2808648;1;0;1;0;0;3466167;3731;319;14911;1006;15917;3438072;3683448;0
CT;2018-2019;2430014;2430114;Cooperative Educational Services;Six-Six Magnet School;0900910;090091000340;455; PK-08;3;455;October Count Day;16494;218;16711;7504770;99190;7603960;1;0;1;0;0;6137776;0;0;13272;3222;16494;7504770;7603960;0
CT;2018-2019;310011;310111;Cornwall School District;Cornwall Consolidated School;0900930;090093000140;91; KG-08;3;91;October Count Day;30395;877;31272;2765945;79807;2845752;1;0;1;0;0;2464284;0;0;26203;4192;30395;2765945;2845752;0
CT;2018-2019;320011;325111;Coventry School District;Capt. Nathan Hale School;0900960;090096000141;363; 06-08;3;363;October Count Day;18407;456;18862;6681741;165528;6847269;1;0;1;0;0;5849255;0;0;15668;2739;18407;6681741;6847269;0
CT;2018-2019;320011;320211;Coventry School District;Coventry Grammar School;0900960;090096000142;349; KG-02;2;349;October Count Day;17678;429;18106;6169622;149721;6319343;1;0;1;0;0;5359923;0;0;14939;2739;17678;6169622;6319343;0
CT;2018-2019;320011;326111;Coventry School District;Coventry High School;0900960;090096000143;440; 09-12;4;440;October Count Day;19171;430;19617;8435240;189200;8624440;1;0;1;0;0;7422280;17;0;16449;2739;19188;8442720;8631920;0
CT;2018-2019;320011;320411;Coventry School District;George Hersey Robertson School;0900960;090096000144;372; 03-05;2;372;October Count Day;13901;429;14329;5171172;159588;5330760;1;0;1;0;0;4307933;0;0;11162;2739;13901;5171172;5330760;0
CT;2018-2019;330011;336111;Cromwell School District;Cromwell High School;0900990;090099000145;526; 09-12;4;526;October Count Day;17585;327;17921;9249710;172002;9421712;1;0;1;0;0;8364219;0;10;15580;2015;17595;9254970;9426972;0
CT;2018-2019;330011;335111;Cromwell School District;Cromwell Middle School;0900990;090099000147;477; 06-08;3;477;October Count Day;14971;326;15306;7141167;155502;7296669;1;0;1;0;0;6337715;0;10;12966;2015;14981;7145937;7301439;0
CT;2018-2019;330011;330211;Cromwell School District;Edna C. Stevens School;0900990;090099000146;478; PK-02;2;478;October Count Day;13283;325;13617;6349274;155350;6504624;1;0;1;0;0;5543715;0;10;11278;2015;13293;6354054;6509404;0
CT;2018-2019;330011;330311;Cromwell School District;Woodside Intermediate School;0900990;090099001432;451; 03-05;2;451;October Count Day;13148;325;13483;5929748;146575;6076323;1;0;1;0;0;5169838;0;10;11143;2015;13158;5934258;6080833;0
CT;2018-2019;340011;345111;Danbury School District;Broadview Middle School;0901020;090102000149;977; 06-08;3;977;October Count Day;13597;546;14232;13284269;533442;13817711;1;0;1;0;0;9472719;14;74;9381;4304;13685;13370245;13903687;0
CT;2018-2019;340011;346111;Danbury School District;Danbury High School;0901020;090102000150;3086; 09-12;4;3086;October Count Day;12975;545;13609;40040850;1681870;41722720;1;0;1;0;0;27997576;14;74;8759;4304;13063;40312418;41994288;0
CT;2018-2019;340011;340111;Danbury School District;DPS Early Childhood Center;0901020;090102001634;150; PK-PK;1;150;October Count Day;8603;1025;9724;1290450;153750;1444200;1;0;1;0;0;778112;21;74;4394;4304;8698;1304700;1458450;0
CT;2018-2019;340011;341411;Danbury School District;Ellsworth Avenue School;0901020;090102000159;469; KG-05;2;469;October Count Day;12054;931;13073;5653326;436639;6089965;1;0;1;0;0;4003491;13;74;7837;4304;12141;5694129;6130768;0
CT;2018-2019;340011;341111;Danbury School District;Great Plain School;0901020;090102000151;300; PK-05;2;300;October Count Day;11700;612;12400;3510000;183600;3693600;1;0;1;0;0;2359128;13;74;7483;4304;11787;3536100;3719700;0
CT;2018-2019;340011;340211;Danbury School District;Hayestown Avenue School;0901020;090102000152;470; PK-05;2;470;October Count Day;10517;649;11254;4942990;305030;5248020;1;0;1;0;0;3157216;13;74;6300;4304;10604;4983880;5288910;0
CT;2018-2019;340011;341711;Danbury School District;King Street Intermediate School;0901020;090102001166;369; 04-05;2;370;October Count Day;12175;587;12850;4504750;217190;4721940;1;0;1;0;0;3076080;13;74;7958;4304;12262;4536940;4754130;0
CT;2018-2019;340011;341311;Danbury School District;King Street Primary School;0901020;090102000153;452; KG-03;2;452;October Count Day;12723;624;13435;5750796;282048;6032844;1;0;1;0;0;4021993;13;74;8506;4304;12810;5790120;6072168;0
CT;2018-2019;340011;340511;Danbury School District;Mill Ridge Primary School;0901020;090102000154;373; KG-03;2;373;October Count Day;12055;622;12764;4496515;232006;4728521;1;0;1;0;0;3068981;13;74;7838;4304;12142;4528966;4760972;0
CT;2018-2019;340011;340611;Danbury School District;Morris Street School;0901020;090102000156;332; KG-05;2;332;October Count Day;12364;599;13051;4104848;198868;4303716;1;0;1;0;0;2826869;13;74;8147;4304;12451;4133732;4332600;0
CT;2018-2019;340011;340811;Danbury School District;Park Avenue School;0901020;090102000157;640; KG-05;2;640;October Count Day;11446;621;12155;7325440;397440;7722880;1;0;1;0;0;4875812;13;74;7229;4304;11533;7381120;7778560;0
CT;2018-2019;340011;341511;Danbury School District;Pembroke School;0901020;090102000158;345; KG-05;2;345;October Count Day;12213;610;12910;4213485;210450;4423935;1;0;1;0;0;2889067;13;74;7996;4304;12300;4243500;4453950;0
CT;2018-2019;340011;345211;Danbury School District;Rogers Park Middle School;0901020;090102000160;979; 06-08;3;979;October Count Day;13718;547;14354;13429922;535513;13965435;1;0;1;0;0;9610979;14;74;9502;4304;13806;13516074;14051587;0
CT;2018-2019;340011;341211;Danbury School District;Shelter Rock School;0901020;090102000161;545; KG-05;2;545;October Count Day;11540;585;12213;6289300;318825;6608125;1;0;1;0;0;4183822;13;74;7323;4304;11627;6336715;6655540;0
CT;2018-2019;340011;341011;Danbury School District;South Street School;0901020;090102000162;390; KG-05;2;390;October Count Day;11711;630;12429;4567290;245700;4812990;1;0;1;0;0;3078212;13;74;7494;4304;11798;4601220;4846920;0
CT;2018-2019;340011;341611;Danbury School District;Stadley Rough School;0901020;090102000163;514; KG-05;2;514;October Count Day;11718;593;12403;6023052;304802;6327854;1;0;1;0;0;4043288;17;74;7505;4304;11809;6069826;6374628;0
CT;2018-2019;340011;341911;Danbury School District;Western CT Academy of International Studies Elementary Magnet School;0901020;090102001438;377; KG-05;2;377;October Count Day;13534;590;14212;5102318;222430;5324748;1;0;1;0;0;3647885;14;74;9318;4304;13622;5135494;5357924;0
CT;2018-2019;340011;340311;Danbury School District;Westside Middle School Academy;0901020;090102001691;639; 06-08;3;639;October Count Day;12771;544;13403;8160669;347616;8508285;1;0;1;0;0;5665601;14;74;8555;4304;12859;8216901;8564517;0
CT;2018-2019;350011;356111;Darien School District;Darien High School;0901050;090105000164;1417; 09-12;4;1418;October Count Day;20603;157;20811;29215054;222626;29437680;1;0;1;0;0;20006220;0;51;14038;6616;20654;29287372;29509998;0
CT;2018-2019;350011;350211;Darien School District;Hindley Elementary School;0901050;090105000165;460; PK-05;2;460;October Count Day;21164;370;21583;9735440;170200;9905640;1;0;1;0;0;6845526;0;51;14599;6616;21215;9758900;9929100;0
CT;2018-2019;350011;350711;Darien School District;Holmes Elementary School;0901050;090105000498;449; PK-05;2;449;October Count Day;18352;276;18678;8240048;123924;8363972;1;0;1;0;0;5377406;0;51;11787;6616;18403;8262947;8386871;0
CT;2018-2019;350011;355111;Darien School District;Middlesex Middle School;0901050;090105000169;1101; 06-08;3;1101;October Count Day;21554;166;21769;23730954;182766;23913720;1;0;1;0;0;16589421;0;51;14989;6616;21605;23787105;23969871;0
CT;2018-2019;350011;351311;Darien School District;Ox Ridge Elementary School;0901050;090105000170;421; PK-05;2;421;October Count Day;20363;380;20793;8572823;159980;8732803;1;0;1;0;0;5932199;0;51;13798;6616;20414;8594294;8754274;0
CT;2018-2019;350011;350511;Darien School District;Royle Elementary School;0901050;090105000171;416; PK-05;2;416;October Count Day;19659;760;20469;8178144;316160;8494304;1;0;1;0;0;5727169;0;51;13094;6616;19710;8199360;8515520;0
CT;2018-2019;350011;350611;Darien School District;Tokeneke Elementary School;0901050;090105000172;476; PK-05;2;476;October Count Day;19592;130;19771;9325792;61880;9387672;1;0;1;0;0;6221141;0;51;13027;6616;19643;9350068;9411948;0
CT;2018-2019;360011;360111;Deep River School District;Deep River Elementary School;0901080;090108000173;242; KG-06;2;242;October Count Day;22187;560;22748;5369254;135520;5504774;1;0;1;0;0;4594657;0;0;18426;3761;22187;5369254;5504774;0
CT;2018-2019;370011;370611;Derby School District;Bradley School;0901110;090111000174;252; KG-05;2;252;October Count Day;17905;493;18397;4512060;124236;4636296;1;0;1;0;0;3656864;0;0;14271;3634;17905;4512060;4636296;0
CT;2018-2019;370011;376111;Derby School District;Derby High School;0901110;090111000175;330; 09-12;4;330;October Count Day;19289;1157;20445;6365370;381810;6747180;1;0;1;0;0;5464696;0;0;15655;3634;19289;6365370;6747180;0
CT;2018-2019;370011;375011;Derby School District;Derby Middle School;0901110;090111001578;341; 06-08;3;341;October Count Day;15645;493;16138;5334945;168113;5503058;1;0;1;0;0;4177956;0;0;12011;3634;15645;5334945;5503058;0
CT;2018-2019;370011;370411;Derby School District;Irving School;0901110;090111000178;313; KG-05;2;313;October Count Day;17361;2119;19483;5433993;663247;6097240;1;0;1;0;0;4882098;4;0;13731;3634;17365;5435245;6098492;0
CT;2018-2019;370011;370111;Derby School District;Little Raiders University;0901110;090111001806;44; PK-PK;1;44;October Count Day;9514;7209;16723;418616;317196;735812;1;0;1;0;0;564824;0;0;5880;3634;9514;418616;735812;1
CT;2018-2019;400011;400111;East Granby School District;Allgrove School;0901170;090117000180;189; PK-02;2;189;October Count Day;18435;280;18715;3484215;52920;3537135;1;0;1;0;0;2687766;0;0;14005;4430;18435;3484215;3537135;0
CT;2018-2019;400011;406111;East Granby School District;East Granby High School;0901170;090117000181;263; 09-12;4;263;October Count Day;21568;383;21952;5672384;100729;5773113;1;0;1;0;0;4591395;0;0;17138;4430;21568;5672384;5773113;0
CT;2018-2019;400011;405111;East Granby School District;East Granby Middle School;0901170;090117000182;201; 06-08;3;201;October Count Day;19501;280;19781;3919701;56280;3975981;1;0;1;0;0;3072684;0;0;15071;4430;19501;3919701;3975981;0
CT;2018-2019;400011;400211;East Granby School District;R. Dudley Seymour School;0901170;090117000183;195; 03-05;2;195;October Count Day;18172;293;18465;3543540;57135;3600675;1;0;1;0;0;2724321;0;0;13742;4430;18172;3543540;3600675;0
CT;2018-2019;410011;410111;East Haddam School District;East Haddam Elementary School;0901200;090120000184;321; PK-03;2;321;October Count Day;17137;323;17563;5500977;103683;5604660;1;0;1;0;0;4818116;98;4;14686;2553;17239;5533719;5637402;0
CT;2018-2019;410011;416111;East Haddam School District;Nathan Hale-Ray High School;0901200;090120000185;326; 09-12;4;326;October Count Day;20371;273;22442;6640946;88998;6729944;1;0;1;0;0;6483813;1793;4;19615;2553;22168;7226768;7315766;0
